epsilon_pp,pattern,load_factor,deadline_factor,policy,slo_mean,slo_std,throughput_mean,throughput_std,p95_latency_mean,p99_latency_mean,scheduler_overhead_mean_us,scheduler_overhead_p95_us,mean_batch_size,mean_r
0.5,poisson,0.6,4.0,decoupled,0.01042,0.011444081439766147,177.68498700565036,0.6007404509577438,17106.085813777492,17812.817952595316,36.989539871926866,43.9094,1.0048662458118058,0.0
0.5,poisson,0.6,4.0,dense,0.01042,0.011444081439766147,177.68498700565036,0.6007404509577438,17106.085813777492,17812.817952595316,35.22112450991085,41.02294,1.0048662458118058,0.0
0.5,poisson,0.6,4.0,joint_full,0.01042,0.011444081439766147,177.68498700565036,0.6007404509577438,17106.085813777492,17812.817952595316,38.20288258104285,45.20632,1.0048662458118058,0.0
0.5,poisson,0.6,4.0,static_pomt,0.01042,0.011444081439766147,177.68498700565036,0.6007404509577438,17106.085813777492,17812.817952595316,36.67905787885612,43.18208,1.0048662458118058,0.0
0.5,poisson,0.6,8.0,cliffserve,0.67362,0.39880114342865164,229.6995120613241,35.169386035053186,5547.8789666884495,6011.526081379539,19.96429954164664,29.896799999999995,1.6915674688258449,0.0
0.5,poisson,0.6,8.0,decoupled,0.67362,0.39880114342865164,229.6995120613241,35.169386035053186,5547.8789666884495,6011.526081379539,20.416658522378434,29.3682,1.6915674688258449,0.0
0.5,poisson,0.6,8.0,dense,0.67362,0.39880114342865164,229.6995120613241,35.169386035053186,5547.8789666884495,6011.526081379539,18.659685196433436,27.601890000000004,1.6915674688258449,0.0
0.5,poisson,0.6,8.0,joint_full,0.67362,0.39880114342865164,229.6995120613241,35.169386035053186,5547.8789666884495,6011.526081379539,19.994398910828814,29.947719999999997,1.6915674688258449,0.0
0.5,poisson,0.6,8.0,static_pomt,0.67362,0.39880114342865164,229.6995120613241,35.169386035053186,5547.8789666884495,6011.526081379539,19.57129316131097,28.88001,1.6915674688258449,0.0
0.5,poisson,0.6,12.0,cliffserve,1.0,0.0,260.8920420083974,2.1287295333028804,28.34698578810717,38.686213640909145,8.399323906027297,10.9575,2.161255672355747,0.0
0.5,poisson,0.6,12.0,decoupled,1.0,0.0,260.8920420083974,2.1287295333028804,28.34698578810717,38.686213640909145,9.989343935835585,12.2304,2.161255672355747,0.0
0.5,poisson,0.6,12.0,dense,1.0,0.0,260.8920420083974,2.1287295333028804,28.34698578810717,38.686213640909145,8.127624091092656,10.11904,2.161255672355747,0.0
0.5,poisson,0.6,12.0,joint_full,1.0,0.0,260.8920420083974,2.1287295333028804,28.34698578810717,38.686213640909145,8.382068211028553,10.93281,2.161255672355747,0.0
0.5,poisson,0.6,12.0,static_pomt,1.0,0.0,260.8920420083974,2.1287295333028804,28.34698578810717,38.686213640909145,8.557999283052684,10.644020000000001,2.161255672355747,0.0
0.5,poisson,0.8,2.0,cliffserve,0.00041999999999999996,0.00023874672772626645,177.15878110251583,0.017960648917363722,26356.27156007218,27454.80253387805,38.62176197575116,45.46189,1.0000800120020004,0.0
0.5,poisson,0.8,2.0,decoupled,0.00041999999999999996,0.00023874672772626645,177.15878110251583,0.017960648917363722,26356.27156007218,27454.80253387805,37.23125210916008,43.74248,1.0000800120020004,0.0
